,title,link,salary,location,company,classification,summary
106,Connex-Software Engineer and Senior Software Engineer,/job/52707567?type=standout#searchRequestToken=fbc5801a-3156-4b4a-ae74-e6782e8530c5,$700 - $1k p.d. + +Super,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
107,Junior .NET Developer,/job/52866996?type=standard#searchRequestToken=fbc5801a-3156-4b4a-ae74-e6782e8530c5,"$70,000 - $100,000 + Super",Sydney,Charterhouse,Information & Communication Technology,
108,Software Engineering Manager (Digital Retail),/job/52828876?type=standard#searchRequestToken=fbc5801a-3156-4b4a-ae74-e6782e8530c5,$180k - $220k p.a. + Super,Sydney,FIRESOFT People,Information & Communication Technology,
109,Mid-Level Developer - Full Stack (React),/job/52948625?type=standard#searchRequestToken=fbc5801a-3156-4b4a-ae74-e6782e8530c5,NA,Sydney,IAG,Information & Communication Technology,
110,Java Developer,/job/52604467?type=promoted#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,up to $160K package (inc super) dep. on exp.,Sydney,DWS Limited,Information & Communication Technology,
111,Senior C# Developer,/job/52971584?type=promoted#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,100+ per hour,Sydney,Tonic Solutions,Information & Communication Technology,
112,Java Software Developer,/job/52659933?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Macquarie Group Limited,Information & Communication Technology,
113,"Principal Software Engineer - Java , Angular , AWS",/job/52666440?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,TPG Telecom,Information & Communication Technology,
114,Senior Backend Developer - NodeJS/Typescript (100% WFH),/job/52861191?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,"$150,000 - $200,000",Sydney,NA,Information & Communication Technology,
115,Senior Developer,/job/52832043?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Shopper Media group,Information & Communication Technology,
116,Android Engineers (Mid & Senior),/job/52799561?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,"$120,000 - $179,999",Sydney,UserCentric,Information & Communication Technology,
117,Full Stack Developer,/job/52667887?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Harvey Norman,Information & Communication Technology,
118,Java Software Engineer Developer Work From Home Remote Work wfh,/job/52617706?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Retriever Communications,Information & Communication Technology,
119,Software Developer,/job/52620942?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Royal Agricultural Society of NSW,Information & Communication Technology,
120,Software Developer .Net - Multiple opportunities Engineer & Snr Engineer,/job/52636554?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Recreo Financial Services Pty Ltd,Information & Communication Technology,
121,Full Stack Software Engineer - Innovation Team,/job/52621634?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,Highly Competitive,Sydney,Anson McCade Ltd,Information & Communication Technology,
122,Senior Full Stack Software Engineer,/job/52653445?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,"$120,000 - $140,000 + Super + benefits",Sydney,Real Time Australia P/L,Information & Communication Technology,
123,Senior Software Engineer,/job/52620832?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,"$140,000 - $159,999",Sydney,Edward Mann,Information & Communication Technology,
124,Node JS Developer,/job/52995779?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Paxus,Information & Communication Technology,
125,Senior Software Developer,/job/52751017?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,Super,Sydney,FIRESOFT People,Information & Communication Technology,
126,C# Software Engineer - Robotic Technologies & M2M Systems,/job/52679670?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,MCS Consulting,Information & Communication Technology,
127,.NET Developer,/job/52829695?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,up to $160K pkg (inc super) dep. on exp.,"Newcastle, Maitland & Hunter",DWS Limited,Information & Communication Technology,
128,Core Java Lead,/job/52944095?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,Michael Page Information Technology,Information & Communication Technology,
129,Java Developer,/job/52812466?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,NA,Sydney,HCL Australia Services Pty Ltd,Information & Communication Technology,
130,Mid-Level Full Stack Developer (.Net with Angular/React),/job/52808917?type=standard#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,$110K-$130K+Super+Bonus+Equity,Sydney,4TWENTY Consulting,Information & Communication Technology,
131,Python Developer,/job/52730477?type=standout#searchRequestToken=6d0c7efa-55c4-4390-8685-0c674bf92c04,"$110,000-$160,000 + super depending on experience",Sydney,Kapital Consulting,Information & Communication Technology,
132,Mid-level .Net Developer ,/job/52804353?type=promoted#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Micway Transport Pty Ltd,Information & Communication Technology,
133,Senior Data Engineer,/job/52675693?type=promoted#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Lendi,Information & Communication Technology,
134,Senior Embedded Software Engineer (C++),/job/52703242?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Thornhill Recruitment,Information & Communication Technology,
135,Junior Software Developer,/job/52588796?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,$70k - $90k + super,Sydney,Solcast,Information & Communication Technology,
136,Software Developer,/job/52618846?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Halcyon Knights Pty Ltd,Information & Communication Technology,
137,C#.Net Full Stack Developer,/job/52711650?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Commnia Pty Ltd,Information & Communication Technology,
138,C# .NET Developer - Government,/job/52793540?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,$80 - $99.99 per hour,Sydney,C Smart International,Information & Communication Technology,
139,Senior Software Developer,/job/52733117?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,The BANKTECH Group Pty Ltd,Information & Communication Technology,
140,Fullstack .Net Developer,/job/52930532?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,Super,Sydney,FIRESOFT People,Information & Communication Technology,
141,Senior Software Developer,/job/52756217?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Humm Group Limited,Information & Communication Technology,
142,Senior Software Engineer - Backend,/job/52700332?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,Base + Super + Profit Share,Sydney,SEEK Limited,Information & Communication Technology,
143,Senior Java Software Engineer,/job/52651985?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,$140k - 180k base + super + benefits,Sydney,Real Time Australia P/L,Information & Communication Technology,
144,Snr JAVA Developer| Microservices | REST APIs| AWS| Spring Boot| Hibernate|,/job/52924261?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,Circa $900/day,Sydney,Silk Recruitment,Information & Communication Technology,
145,Programmer/Analyst,/job/52897025?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,"$78,183 - $96,811 + 17% superannuation","Wollongong, Illawarra & South Coast",University of Wollongong,Education & Training,
146,Senior Software Engineer,/job/52697530?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Lygon 1B Pty Ltd,Information & Communication Technology,
147,Full Stack Developer,/job/52729621?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,$800 - $1k p.d. + Plus super,Sydney,Clicks IT Recruitment,Information & Communication Technology,
148,C++ Software Engineer,/job/52628953?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,Competitive $$$,Sydney,Balance Recruitment,Information & Communication Technology,
149,Software Engineer - Solutions,/job/52297451?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,"$90,000 - $119,999",Sydney,Accedo Broadband,Information & Communication Technology,
150,Senior C++ Engineer,/job/52808916?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,$120K-$190K+Super+Bonus OR $700-$1000/day,Sydney,4TWENTY Consulting,Information & Communication Technology,
151,Senior Full Stack Engineer | React & Python,/job/52900704?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,Salary package including bonuses up to $300K,Sydney,Lookahead,Information & Communication Technology,
152,Lead Software Engineer,/job/52646429?type=standout#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Terem Technologies,Information & Communication Technology,
153,"Mid/Senior Software Engineer - C++, Game Dev",/job/52436496?type=standard#searchRequestToken=29f118d3-ef4e-4faf-9617-96e36bead4f9,NA,Sydney,Wargaming.net,Information & Communication Technology,
154,Development Manager,/job/52850430?type=promoted#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,"$140,000 - $179,999",Sydney,FiNAO,Information & Communication Technology,
155,PHP/MySQL Developer,/job/52617327?type=promoted#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,NA,Information & Communication Technology,
156,Full Stack Developer - Javascript | Node.js,/job/52762534?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,$100000.00 - $120000.00 p.a. + superannuation,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
157,"Java / JavaScript Engineer (Developer, Start-Up, API, Agile, Cloud, AWS)",/job/52813129?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,Highly competitive,Sydney,Anson McCade Ltd,Information & Communication Technology,
158,Software Developer,/job/52397338?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,"$85,000 - $94,999",Sydney,International Capital Markets,Information & Communication Technology,
159,Team Leader / Software Developer,/job/52777664?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,North Shore Coaching College,Information & Communication Technology,
160,Full Stack Developer,/job/52638680?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Chainlink Labs,Information & Communication Technology,
161,Software Test Engineer,/job/52729097?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Collabera Technologies Pty Ltd,Information & Communication Technology,
162,Principal Product Engineer,/job/52795775?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,plus leave loading and superannuation,Sydney,Department of Customer Service,Information & Communication Technology,
163,Software Development Manager,/job/52882623?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,$200k + Bonus,Sydney,The Recruitment Company,Information & Communication Technology,
164,Tech Lead,/job/52898576?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,"Newcastle, Maitland & Hunter",Centennial Coal,Information & Communication Technology,
165,Senior Software Development Engineering Analyst,/job/52742458?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Fiserv Solutions of Australia,Information & Communication Technology,
166,Developer - Digital Integration,/job/52918672?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Aware Super,Information & Communication Technology,
167,Java Developer |REST|Spring|Microservices|Finance,/job/52551323?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Tardis Group,Information & Communication Technology,
168,Full Stack Developer,/job/52655370?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Talent Nation,Information & Communication Technology,
169,Developer,/job/52978589?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Youi Pty Ltd.,Information & Communication Technology,
170,Angular/Java Developer,/job/52812684?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Aurec,Information & Communication Technology,
171,DevOps Engineer,/job/52948585?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,IAG,Information & Communication Technology,
172,Java Software Engineer,/job/52588659?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Macquarie Group Limited,Information & Communication Technology,
173,Java Engineer,/job/52957039?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,Salary commensurate with experience,Sydney,Macquarie Group Limited,Information & Communication Technology,
174,Full Stack Web Developer (Python),/job/52893049?type=standard#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,"Newcastle, Maitland & Hunter",Honeysuckle Health,Information & Communication Technology,
175,Senior Java Developer - Micro-services,/job/52964822?type=standout#searchRequestToken=aa99c2d5-f8cf-43d6-8b79-4ddbbd796966,NA,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
176,Senior QA Engineer,/job/52712900?type=promoted#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,XAM Consulting Pty Limited,Information & Communication Technology,
177,Javascript Developer - Take the next step!,/job/52652534?type=promoted#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,"$100,000 - $139,999",Sydney,4mation Technologies,Information & Communication Technology,
178,Python Developer,/job/52897089?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,$700 - $900 per day,Sydney,Opus Recruitment Solutions,Information & Communication Technology,
179,Database and/or Fullstack Developer,/job/52894273?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,Salary from $90 000 + super + bonus,Sydney,Climate Friendly Pty Ltd,Information & Communication Technology,
180,Quant Developer,/job/52929066?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,FourQuarters Recruitment,Information & Communication Technology,
181,.Net Software Engineer - Backend focussed - Sydney software giant - $120k-$150k,/job/52625245?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,$120k-$150k+Super,Sydney,tekFinder,Information & Communication Technology,
182,Senior Software Verification Engineer,/job/52691401?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Cochlear Limited.,Information & Communication Technology,
183,Remote Developer - Golang,/job/52795527?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Menulog Group,Information & Communication Technology,
184,.NET Developer,/job/52763415?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Hays Technology,Information & Communication Technology,
185,Senior Developer,/job/52853163?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
186,Developer Programmer,/job/52571740?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,"$100,000 - $119,999",Sydney,Onepoint Australia,Information & Communication Technology,
187,Senior Full Stack Developer (Java/React/AWS) - $150-$160k + Super + Equity,/job/52901654?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Allura Partners,Information & Communication Technology,
188,Senior Product Engineer,/job/52938302?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Department of Customer Service,Information & Communication Technology,
189,Embedded Software Engineer,/job/52611500?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,90-140k + Super + Bens,Sydney,TheDriveGroup,Information & Communication Technology,
190,Senior C# Developer,/job/52746519?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,"$70,000 - $84,999",Sydney,The Nielsen Company (Australia) Pty Ltd,Information & Communication Technology,
191,.Net Developer,/job/52867538?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,Tata Consultancy Services,Information & Communication Technology,
192,Senior & Mid Full Stack Software Engineers (NodeJS),/job/52728635?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,TheDriveGroup,Information & Communication Technology,
193,Senior Java Developer,/job/52941789?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,$160000.00 - $200000.00 p.a.,Sydney,SALT SEARCH PTY LTD,Information & Communication Technology,
194,Lead Java Developer - Contract,/job/52958487?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,$800 - $1000 per day,Sydney,The Recruitment Company,Information & Communication Technology,
195,Senior Software Engineer,/job/52680539?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,$140000 - $160000 per annum,Sydney,Ethos BeathChapman,Information & Communication Technology,
196,Software Engineer - Node.js engineer that loves AWS - AdTech start-up,/job/52645209?type=standard#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,tekFinder,Information & Communication Technology,
197,"Software Engineers / Developers - .NET, Fullstack - Federal Government Project!!",/job/52733508?type=standout#searchRequestToken=c75aec3e-f43a-4140-beff-ac8bf6bd3fc4,NA,Sydney,HiTech Personnel,Information & Communication Technology,
198,Senior Ruby on Rails Developer,/job/52769941?type=promoted#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Comestri Pty Ltd,Information & Communication Technology,
199,Java Developer - Immediate Start Available!,/job/52990556?type=promoted#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,"$110,000 - $149,999",Sydney,4mation Technologies,Information & Communication Technology,
200,.NET Developer,/job/52911565?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,up to $160K pkg (inc super) dep. on exp.,Sydney,DWS Limited,Information & Communication Technology,
201,Senior Backend Developer,/job/52776291?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,$950 - $1k p.d.,Sydney,Hydrogen Group Pty Ltd,Information & Communication Technology,
202,Senior Software Engineer - Front End,/job/52700336?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,Base + Super + Profit Share,Sydney,SEEK Limited,Information & Communication Technology,
203,Senior Engineer - API,/job/52945294?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Commonwealth Bank - Retail Banking Services,Information & Communication Technology,
204,Full Stack Developer | Software Engineer,/job/52586341?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Macquarie Group Limited,Information & Communication Technology,
205,Senior Python Engineers - High Growth Consumer Facing Fintech - $150-170K plus s,/job/52980717?type=standard#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Hyre.,Information & Communication Technology,
206,Applications Development,/job/52805141?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,FUJIFILM Data Management Solutions Pty Ltd,Information & Communication Technology,
207,Senior C# Developer,/job/52971584?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,100+ per hour,Sydney,Tonic Solutions,Information & Communication Technology,
208,Senior Software Developer - Creative position - POC and R&D style approach,/job/52771841?type=standard#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Genesis IT&T P/L,Information & Communication Technology,
209,Associate Software Developer (SCADA),/job/52620350?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,https://www.cgi.com/au/en-au/careers/our-benefits,Sydney,CGI,Information & Communication Technology,
210,.NET / JavaScript Developer,/job/52706272?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Pulse Software,Information & Communication Technology,
211,Jr/Mid-Sr Java Engineer,/job/52762588?type=standard#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Talenza,Information & Communication Technology,
212,Full stack Developer,/job/52734035?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,The Citadel Group,Information & Communication Technology,
213,Java Developer - Futures Clearing,/job/52775956?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,Salary commensurate with experience,Sydney,Macquarie Group Limited,Information & Communication Technology,
214,"Application Developer, JUST Connect",/job/52738575?type=standard#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,"$97,443 - $107,864 p.a.",Sydney,Department of Communities and Justice,Information & Communication Technology,
215,Full Stack Developer,/job/52671144?type=standard#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,$1100 - $1101 p.d.,Sydney,Finite IT Recruitment Solutions,Information & Communication Technology,
216,Senior Javascript Developer,/job/52956919?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,up to $180k package,Sydney,Simplified,Information & Communication Technology,
217,Software Tech Lead (C/C++),/job/52807629?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,EFFISION Australia,Information & Communication Technology,
218,Head of Software Engineering,/job/52795887?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,NA,Sydney,Department of Customer Service,Engineering,
219,Full Stack Developers x 2,/job/52734512?type=standout#searchRequestToken=aec1eb49-0bc2-4665-8549-227f17973a83,"$950 - $1,100 per day (inclusive of super)",Sydney,AAR Consulting Group P/L,Information & Communication Technology,
0,Full Stack Web Developer,/job/52684089?type=promoted#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,Rugby Australia,Information & Communication Technology,
1,FUll Stack Web Developer,/job/52903918?type=promoted#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,"$120,000 - $159,999",Sydney,BeMoved,Information & Communication Technology,
2,Full Stack Developer,/job/52653295?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,"$85,000 - $89,999 + Super",Sydney,Sydney Tools,Information & Communication Technology,
3,Principal Software Engineer,/job/52623316?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,"base, plus leave loading and super",Sydney,Department of Customer Service,Information & Communication Technology,
4,.Net Developer,/job/52889834?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,Interface Agency,Information & Communication Technology,
5,Full Stack Developer,/job/52705466?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,FourQuarters Recruitment,Information & Communication Technology,
6,Senior Programmer Analyst,/job/52837382?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,Attractive Salary,Sydney,FedEx Express,Information & Communication Technology,
7,Applications Development Team Lead,/job/52906502?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,$120k - $132k p.a. + Plus 15.4% super,Sydney,Clicks IT Recruitment,Information & Communication Technology,
8,Full Stack Java Developer,/job/52726793?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,"$120,000 - $149,999",Sydney,Fastlane Solutions,Information & Communication Technology,
9,Senior Java Developer(x2),/job/52989839?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,Reserve Bank of Australia,Information & Communication Technology,
10,Full Stack Support Engineer - Java,/job/52769958?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,Comestri Pty Ltd,Information & Communication Technology,
11,Full Stack Web Developer (full remote available within Australia),/job/52813019?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,CFMG Pty Ltd,Information & Communication Technology,
12,Full-Stack JavaScript Developer,/job/52830754?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,Zack Group,Information & Communication Technology,
13,Senior Java Developer,/job/52949622?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,Up to $800 p.d.,Sydney,Hydrogen Group Pty Ltd,Information & Communication Technology,
14,Full Stack Developer,/job/52705114?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,Salary commensurate with experience,Sydney,Macquarie Group Limited,Information & Communication Technology,
15,Machine Learning Engineer,/job/52781830?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,"120,000-160,000",Sydney,Kinexus,Information & Communication Technology,
16,Senior Python Engineers - High Growth Consumer Facing Fintech - $150-170K plus s,/job/52983248?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,$150-170K plus super,Sydney,Hyre.,Information & Communication Technology,
17,Application Developer,/job/52627489?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,$110k - $120k p.a. + super + bonus,Sydney,Mars Recruitment,Information & Communication Technology,
18,Full Stack Developer - React expertise,/job/52748351?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,Up to $900 a day,Sydney,Agile Talent,Information & Communication Technology,
19,Digital Product Engineer,/job/52795806?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,Department of Customer Service,Information & Communication Technology,
20,"Full Stack Engineers, Digital & Emerging Technology",/job/52685739?type=standout#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,NA,Sydney,EY,Information & Communication Technology,
21,Senior Full Stack Engineer,/job/52768610?type=standard#searchRequestToken=ba91cdfd-020b-4bfe-b656-1ec563dd1c7e,Up to $150k + super,Sydney,Just Digital People,Information & Communication Technology,
22,General Manager,/job/52953597?type=promoted#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Vela Software Group Pty Ltd,Information & Communication Technology,
23,Online Learning Adviser - Information Technology,/job/52728520?type=promoted#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,QUT Online,Information & Communication Technology,
24,Java Integration Developer,/job/52806820?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,"$110,000 - $129,999",Sydney,Virtusa Consulting & Services Pty Ltd,Information & Communication Technology,
25,Senior Software Developer (Java),/job/52806211?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Conn3cted,Information & Communication Technology,
26,Lead Software Engineer,/job/52640430?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,up to $190k package,Sydney,Simplified,Information & Communication Technology,
27,Director of Software,/job/52740159?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Morse Micro,Engineering,
28,Senior Software Engineer (Cloud),/job/52644934?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Cochlear Limited.,Engineering,
